id,Sleep Duration,Dietary Habits,Financial Stress,Family History of Mental Illness
101266,'5-6 hours',Unhealthy,2.0,Yes
101267,'7-8 hours',Healthy,1.0,No
101268,'More than 8 hours',Moderate,2.0,No
101269,'5-6 hours',Moderate,3.0,No
101271,'Less than 5 hours',Unhealthy,1.0,No
101279,'Less than 5 hours',Unhealthy,3.0,No
101286,'More than 8 hours',Moderate,3.0,No
101290,'Less than 5 hours',Healthy,1.0,No
101294,'7-8 hours',Moderate,5.0,No
101299,'7-8 hours',Healthy,5.0,Yes
101303,'5-6 hours',Unhealthy,5.0,Yes
101307,'Less than 5 hours',Healthy,1.0,Yes
101309,'5-6 hours',Healthy,1.0,No
101311,'More than 8 hours',Moderate,4.0,No
101312,'5-6 hours',Healthy,1.0,No
101313,'Less than 5 hours',Unhealthy,1.0,Yes
101320,'7-8 hours',Healthy,2.0,Yes
101323,'5-6 hours',Moderate,4.0,Yes
101332,'More than 8 hours',Unhealthy,4.0,Yes
101333,'7-8 hours',Moderate,2.0,No
101335,'7-8 hours',Unhealthy,3.0,No
101342,'Less than 5 hours',Healthy,2.0,No
101345,'5-6 hours',Healthy,4.0,No
101353,'More than 8 hours',Moderate,2.0,No
101372,'Less than 5 hours',Moderate,4.0,No
101375,'More than 8 hours',Moderate,5.0,Yes
101386,'More than 8 hours',Healthy,4.0,No
101390,'5-6 hours',Moderate,4.0,No
101392,'7-8 hours',Unhealthy,1.0,Yes
101393,'Less than 5 hours',Unhealthy,5.0,No
101398,'5-6 hours',Healthy,4.0,No
101405,'5-6 hours',Healthy,5.0,Yes
101407,'5-6 hours',Healthy,2.0,No
101408,'Less than 5 hours',Healthy,1.0,No
101414,'More than 8 hours',Moderate,3.0,Yes
101436,'Less than 5 hours',Unhealthy,3.0,No
101437,'Less than 5 hours',Moderate,3.0,Yes
101441,'7-8 hours',Moderate,2.0,Yes
101443,'5-6 hours',Unhealthy,3.0,Yes
101446,'5-6 hours',Moderate,5.0,No
101447,'5-6 hours',Unhealthy,3.0,No
101448,'Less than 5 hours',Healthy,4.0,No
101455,'Less than 5 hours',Unhealthy,4.0,No
101456,'Less than 5 hours',Unhealthy,4.0,No
101467,'More than 8 hours',Healthy,1.0,No
101469,'5-6 hours',Unhealthy,3.0,Yes
101473,'Less than 5 hours',Unhealthy,5.0,Yes
101474,'5-6 hours',Unhealthy,5.0,Yes
101479,'Less than 5 hours',Healthy,5.0,No
101481,'More than 8 hours',Unhealthy,5.0,No
101485,'More than 8 hours',Unhealthy,1.0,Yes
101486,'7-8 hours',Moderate,2.0,No
101488,'7-8 hours',Healthy,4.0,No
101491,'Less than 5 hours',Moderate,5.0,No
101493,'Less than 5 hours',Unhealthy,4.0,No
101505,'7-8 hours',Unhealthy,1.0,Yes
101507,'7-8 hours',Healthy,2.0,No
101513,'More than 8 hours',Unhealthy,5.0,No
101523,'7-8 hours',Unhealthy,4.0,No
101526,'Less than 5 hours',Healthy,4.0,Yes
101527,'Less than 5 hours',Unhealthy,2.0,No
101530,'5-6 hours',Unhealthy,3.0,Yes
101533,'More than 8 hours',Moderate,1.0,No
101537,'Less than 5 hours',Unhealthy,5.0,Yes
101539,'Less than 5 hours',Healthy,3.0,Yes
101541,'Less than 5 hours',Unhealthy,1.0,Yes
101542,'5-6 hours',Healthy,4.0,Yes
101543,'7-8 hours',Moderate,5.0,No
101547,'7-8 hours',Unhealthy,3.0,No
101548,'Less than 5 hours',Unhealthy,3.0,No
101549,'5-6 hours',Unhealthy,5.0,Yes
101550,'Less than 5 hours',Healthy,4.0,No
101565,'5-6 hours',Healthy,5.0,No
101567,'7-8 hours',Healthy,3.0,Yes
101568,'5-6 hours',Unhealthy,5.0,Yes
101575,'Less than 5 hours',Moderate,5.0,No
101577,'More than 8 hours',Unhealthy,2.0,No
101583,'7-8 hours',Moderate,2.0,No
101584,'Less than 5 hours',Healthy,5.0,Yes
101587,'Less than 5 hours',Moderate,4.0,No
101598,'Less than 5 hours',Unhealthy,3.0,Yes
101602,'7-8 hours',Healthy,5.0,No
101604,'More than 8 hours',Healthy,5.0,No
101609,'7-8 hours',Unhealthy,2.0,Yes
101619,'Less than 5 hours',Healthy,5.0,Yes
101620,'More than 8 hours',Moderate,4.0,Yes
101624,'5-6 hours',Unhealthy,2.0,No
101625,'5-6 hours',Unhealthy,3.0,No
101626,'5-6 hours',Unhealthy,4.0,No
101629,'5-6 hours',Healthy,2.0,Yes
101630,'7-8 hours',Unhealthy,4.0,Yes
101637,'Less than 5 hours',Unhealthy,5.0,No
101646,'7-8 hours',Moderate,5.0,Yes
101650,'7-8 hours',Healthy,4.0,No
101654,'More than 8 hours',Moderate,4.0,No
101657,'More than 8 hours',Moderate,3.0,No
101662,'7-8 hours',Moderate,3.0,No
101672,'More than 8 hours',Unhealthy,3.0,Yes
101678,'7-8 hours',Moderate,4.0,No
101680,'7-8 hours',Moderate,2.0,No
101686,'7-8 hours',Moderate,1.0,No
101689,'7-8 hours',Unhealthy,5.0,Yes
101690,'Less than 5 hours',Healthy,1.0,Yes
101691,'Less than 5 hours',Moderate,5.0,Yes
101693,'Less than 5 hours',Moderate,2.0,Yes
101695,'5-6 hours',Unhealthy,2.0,No
101703,'5-6 hours',Unhealthy,5.0,Yes
101704,'More than 8 hours',Unhealthy,4.0,Yes
101706,'More than 8 hours',Healthy,4.0,Yes
101707,'7-8 hours',Moderate,3.0,No
101712,'Less than 5 hours',Moderate,1.0,No
101723,'Less than 5 hours',Unhealthy,5.0,Yes
101728,'7-8 hours',Moderate,4.0,No
101735,'7-8 hours',Unhealthy,5.0,No
101739,'7-8 hours',Unhealthy,3.0,No
101742,'Less than 5 hours',Healthy,3.0,Yes
101747,'7-8 hours',Healthy,4.0,Yes
101751,'More than 8 hours',Moderate,2.0,Yes
101752,'7-8 hours',Unhealthy,2.0,Yes
101761,'5-6 hours',Moderate,5.0,No
101762,'More than 8 hours',Healthy,4.0,Yes
101782,'More than 8 hours',Unhealthy,5.0,Yes
101787,'Less than 5 hours',Unhealthy,1.0,No
101790,'5-6 hours',Moderate,1.0,No
101795,'7-8 hours',Unhealthy,1.0,Yes
101814,'More than 8 hours',Unhealthy,2.0,Yes
101816,'5-6 hours',Unhealthy,1.0,No
101820,'7-8 hours',Unhealthy,4.0,No
101822,'Less than 5 hours',Moderate,1.0,No
101831,'More than 8 hours',Moderate,3.0,No
101836,'7-8 hours',Moderate,5.0,Yes
101838,'Less than 5 hours',Moderate,2.0,No
101840,'Less than 5 hours',Moderate,1.0,Yes
101845,'5-6 hours',Moderate,4.0,No
101848,'5-6 hours',Unhealthy,4.0,Yes
101862,'7-8 hours',Unhealthy,5.0,Yes
101870,'7-8 hours',Unhealthy,5.0,No
101872,'7-8 hours',Healthy,4.0,Yes
101876,'5-6 hours',Unhealthy,1.0,Yes
101879,'7-8 hours',Moderate,1.0,Yes
101880,'Less than 5 hours',Unhealthy,5.0,Yes
101883,'7-8 hours',Moderate,5.0,Yes
101885,'7-8 hours',Unhealthy,5.0,Yes
101886,'Less than 5 hours',Moderate,5.0,No
101902,'More than 8 hours',Healthy,1.0,Yes
101915,'Less than 5 hours',Unhealthy,3.0,Yes
101919,'7-8 hours',Healthy,3.0,Yes
101926,'5-6 hours',Moderate,1.0,No
101932,'Less than 5 hours',Moderate,3.0,No
101942,'More than 8 hours',Unhealthy,4.0,No
101949,'More than 8 hours',Moderate,3.0,No
101954,'7-8 hours',Healthy,5.0,Yes
101957,'5-6 hours',Unhealthy,4.0,Yes
101966,'5-6 hours',Healthy,3.0,Yes
101973,'7-8 hours',Moderate,2.0,Yes
101977,'7-8 hours',Unhealthy,5.0,No
101989,'7-8 hours',Unhealthy,4.0,Yes
101999,'More than 8 hours',Healthy,1.0,Yes
102002,'5-6 hours',Healthy,5.0,Yes
102005,'7-8 hours',Healthy,4.0,No
102012,'7-8 hours',Moderate,5.0,No
102017,'Less than 5 hours',Unhealthy,3.0,No
102018,'Less than 5 hours',Unhealthy,1.0,No
102024,'Less than 5 hours',Healthy,4.0,Yes
102028,'7-8 hours',Unhealthy,1.0,Yes
102050,'Less than 5 hours',Unhealthy,4.0,No
102052,'7-8 hours',Unhealthy,4.0,No
102054,'5-6 hours',Moderate,3.0,No
102056,'Less than 5 hours',Healthy,4.0,No
102071,'7-8 hours',Moderate,3.0,No
102085,'5-6 hours',Unhealthy,5.0,Yes
102086,'Less than 5 hours',Moderate,5.0,No
102089,'More than 8 hours',Moderate,4.0,Yes
102090,'5-6 hours',Moderate,5.0,Yes
102091,'Less than 5 hours',Healthy,1.0,Yes
102093,'7-8 hours',Unhealthy,5.0,No
102094,'5-6 hours',Moderate,1.0,Yes
102103,'5-6 hours',Moderate,4.0,Yes
102105,'More than 8 hours',Moderate,5.0,Yes
102112,'Less than 5 hours',Healthy,2.0,No
102129,'More than 8 hours',Healthy,2.0,Yes
102131,'7-8 hours',Healthy,2.0,Yes
102150,'More than 8 hours',Healthy,1.0,No
102156,'Less than 5 hours',Unhealthy,3.0,No
102157,'7-8 hours',Moderate,1.0,No
102159,'7-8 hours',Moderate,3.0,No
102163,'5-6 hours',Unhealthy,5.0,No
102164,'7-8 hours',Unhealthy,4.0,Yes
102167,'5-6 hours',Unhealthy,1.0,No
102171,'Less than 5 hours',Moderate,5.0,No
102173,'More than 8 hours',Moderate,1.0,No
102178,'Less than 5 hours',Moderate,1.0,Yes
102180,'Less than 5 hours',Healthy,2.0,No
102181,'More than 8 hours',Healthy,5.0,Yes
102189,'More than 8 hours',Healthy,1.0,Yes
102197,'5-6 hours',Unhealthy,4.0,Yes
102198,'5-6 hours',Moderate,2.0,No
102199,'Less than 5 hours',Moderate,3.0,No
102200,'Less than 5 hours',Unhealthy,1.0,Yes
102206,'More than 8 hours',Moderate,1.0,Yes
102208,'More than 8 hours',Unhealthy,1.0,Yes
102214,'5-6 hours',Healthy,3.0,Yes
102228,'5-6 hours',Healthy,1.0,Yes
102231,'Less than 5 hours',Healthy,2.0,No
102255,'Less than 5 hours',Moderate,5.0,No
102261,'Less than 5 hours',Unhealthy,4.0,No
102262,'More than 8 hours',Unhealthy,4.0,Yes
102264,'Less than 5 hours',Unhealthy,5.0,Yes
102265,'More than 8 hours',Moderate,5.0,Yes
102268,'7-8 hours',Unhealthy,4.0,No
102270,'More than 8 hours',Moderate,2.0,No
102273,'More than 8 hours',Healthy,3.0,No
102277,'More than 8 hours',Healthy,2.0,Yes
102278,'5-6 hours',Healthy,2.0,No
102280,'5-6 hours',Moderate,1.0,No
102287,'7-8 hours',Healthy,3.0,Yes
102288,'5-6 hours',Unhealthy,5.0,No
102304,'Less than 5 hours',Moderate,4.0,No
102311,'Less than 5 hours',Moderate,2.0,No
102325,'Less than 5 hours',Unhealthy,4.0,Yes
102331,'5-6 hours',Healthy,2.0,No
102334,'Less than 5 hours',Moderate,5.0,No
102336,'More than 8 hours',Moderate,2.0,No
102338,'More than 8 hours',Healthy,1.0,No
102343,'More than 8 hours',Unhealthy,3.0,No
102347,'More than 8 hours',Moderate,1.0,Yes
102351,'5-6 hours',Healthy,4.0,No
102353,'7-8 hours',Moderate,5.0,Yes
102357,'7-8 hours',Moderate,3.0,No
102364,'7-8 hours',Unhealthy,1.0,Yes
102366,'5-6 hours',Healthy,4.0,No
102372,'Less than 5 hours',Unhealthy,4.0,No
102376,'7-8 hours',Healthy,1.0,No
102378,'5-6 hours',Healthy,3.0,No
102382,'7-8 hours',Moderate,4.0,No
102387,'More than 8 hours',Healthy,1.0,Yes
102390,'7-8 hours',Unhealthy,5.0,No
102392,'7-8 hours',Healthy,3.0,Yes
102396,'5-6 hours',Unhealthy,3.0,Yes
102399,'Less than 5 hours',Unhealthy,3.0,Yes
102407,'More than 8 hours',Moderate,1.0,No
102410,'Less than 5 hours',Moderate,5.0,Yes
102418,'7-8 hours',Unhealthy,1.0,No
102425,'Less than 5 hours',Moderate,5.0,Yes
102433,'More than 8 hours',Healthy,1.0,Yes
102440,'7-8 hours',Healthy,1.0,Yes
102444,'7-8 hours',Unhealthy,3.0,Yes
102452,'5-6 hours',Healthy,1.0,Yes
102454,'5-6 hours',Moderate,2.0,Yes
102455,'Less than 5 hours',Unhealthy,1.0,Yes
102456,'5-6 hours',Moderate,1.0,Yes
102457,'More than 8 hours',Healthy,1.0,No
102460,'More than 8 hours',Healthy,1.0,No
102477,'5-6 hours',Healthy,5.0,Yes
102478,'5-6 hours',Unhealthy,1.0,Yes
102481,'More than 8 hours',Moderate,5.0,Yes
102487,'Less than 5 hours',Unhealthy,5.0,Yes
102495,'Less than 5 hours',Healthy,4.0,Yes
102515,'7-8 hours',Moderate,5.0,No
102517,'5-6 hours',Unhealthy,3.0,No
102522,'7-8 hours',Moderate,5.0,No
102526,'More than 8 hours',Moderate,2.0,No
102534,'More than 8 hours',Moderate,1.0,Yes
102537,'Less than 5 hours',Healthy,1.0,Yes
102539,'Less than 5 hours',Healthy,2.0,Yes
102553,'More than 8 hours',Moderate,1.0,Yes
102560,'Less than 5 hours',Moderate,5.0,No
102569,'5-6 hours',Moderate,4.0,Yes
102577,'7-8 hours',Moderate,4.0,No
102583,'More than 8 hours',Moderate,5.0,No
102588,'5-6 hours',Unhealthy,5.0,No
102592,'7-8 hours',Unhealthy,4.0,No
102599,'Less than 5 hours',Healthy,2.0,No
102603,'5-6 hours',Unhealthy,4.0,Yes
102607,'7-8 hours',Unhealthy,2.0,Yes
102612,'More than 8 hours',Moderate,2.0,Yes
102613,'Less than 5 hours',Healthy,5.0,Yes
102615,'5-6 hours',Moderate,5.0,No
102628,'More than 8 hours',Unhealthy,5.0,No
102629,'7-8 hours',Unhealthy,1.0,No
102637,'Less than 5 hours',Healthy,2.0,No
102643,'7-8 hours',Unhealthy,5.0,No
102650,'More than 8 hours',Moderate,3.0,No
102658,'5-6 hours',Healthy,1.0,No
102665,'Less than 5 hours',Unhealthy,4.0,Yes
102680,'Less than 5 hours',Moderate,2.0,No
102687,'5-6 hours',Unhealthy,5.0,No
102693,'7-8 hours',Moderate,1.0,No
102696,'Less than 5 hours',Moderate,4.0,Yes
102705,'5-6 hours',Moderate,4.0,No
102706,'7-8 hours',Moderate,4.0,No
102712,'5-6 hours',Healthy,3.0,Yes
102714,'Less than 5 hours',Moderate,1.0,No
102717,'7-8 hours',Moderate,2.0,No
102722,'Less than 5 hours',Healthy,1.0,No
102728,'Less than 5 hours',Moderate,1.0,Yes
102732,'5-6 hours',Moderate,1.0,No
102735,'Less than 5 hours',Healthy,5.0,Yes
102737,'5-6 hours',Moderate,1.0,No
102743,'5-6 hours',Healthy,1.0,Yes
102749,'7-8 hours',Healthy,5.0,No
102751,'Less than 5 hours',Healthy,5.0,No
102761,'7-8 hours',Healthy,4.0,Yes
102763,'7-8 hours',Moderate,5.0,Yes
102769,'7-8 hours',Moderate,1.0,Yes
102774,'5-6 hours',Moderate,1.0,No
102776,'Less than 5 hours',Moderate,1.0,No
102780,'Less than 5 hours',Moderate,5.0,No
102782,'Less than 5 hours',Moderate,4.0,Yes
102791,'More than 8 hours',Unhealthy,2.0,No
102800,'Less than 5 hours',Unhealthy,2.0,Yes
102801,'More than 8 hours',Unhealthy,4.0,Yes
102803,'More than 8 hours',Moderate,4.0,Yes
102807,'7-8 hours',Moderate,1.0,Yes
102819,'More than 8 hours',Moderate,3.0,Yes
102824,'7-8 hours',Healthy,2.0,Yes
102835,'More than 8 hours',Unhealthy,5.0,Yes
102838,'Less than 5 hours',Unhealthy,2.0,Yes
102840,'7-8 hours',Moderate,5.0,No
102841,'More than 8 hours',Moderate,3.0,Yes
102844,'More than 8 hours',Moderate,5.0,No
102859,'Less than 5 hours',Unhealthy,4.0,No
102861,'Less than 5 hours',Unhealthy,1.0,No
102862,'7-8 hours',Moderate,1.0,Yes
102871,Others,Healthy,3.0,Yes
102880,'More than 8 hours',Healthy,2.0,Yes
102891,'7-8 hours',Unhealthy,2.0,No
102899,'5-6 hours',Unhealthy,2.0,Yes
102901,'7-8 hours',Moderate,3.0,Yes
102903,'7-8 hours',Moderate,5.0,No
102912,'Less than 5 hours',Healthy,3.0,No
102925,'Less than 5 hours',Moderate,5.0,No
102930,'7-8 hours',Moderate,3.0,Yes
102937,'Less than 5 hours',Unhealthy,5.0,No
102950,'More than 8 hours',Moderate,5.0,No
102952,'5-6 hours',Healthy,1.0,Yes
102953,'More than 8 hours',Healthy,2.0,Yes
102956,'Less than 5 hours',Unhealthy,4.0,No
102965,'5-6 hours',Healthy,2.0,No
102967,'5-6 hours',Unhealthy,4.0,No
102979,'More than 8 hours',Unhealthy,5.0,Yes
103002,'7-8 hours',Moderate,5.0,Yes
103007,'Less than 5 hours',Unhealthy,2.0,Yes
103010,'More than 8 hours',Moderate,1.0,No
103012,'7-8 hours',Moderate,4.0,Yes
103015,'5-6 hours',Moderate,1.0,Yes
103017,'7-8 hours',Moderate,3.0,No
103018,'7-8 hours',Unhealthy,5.0,No
103028,'Less than 5 hours',Unhealthy,4.0,Yes
103035,'5-6 hours',Unhealthy,1.0,No
103036,'7-8 hours',Healthy,1.0,Yes
103039,'7-8 hours',Unhealthy,4.0,No
103045,'More than 8 hours',Unhealthy,5.0,No
103050,'7-8 hours',Healthy,5.0,Yes
103054,'5-6 hours',Moderate,1.0,Yes
103055,'Less than 5 hours',Healthy,5.0,No
103057,'Less than 5 hours',Unhealthy,5.0,Yes
103066,'Less than 5 hours',Healthy,5.0,Yes
103067,'5-6 hours',Moderate,4.0,No
103070,'5-6 hours',Unhealthy,2.0,Yes
103071,'5-6 hours',Healthy,2.0,Yes
103078,'Less than 5 hours',Unhealthy,4.0,No
103084,'More than 8 hours',Moderate,1.0,Yes
103088,'7-8 hours',Unhealthy,5.0,Yes
103089,'5-6 hours',Moderate,3.0,No
103096,'More than 8 hours',Moderate,4.0,Yes
103097,'More than 8 hours',Unhealthy,4.0,No
103102,'7-8 hours',Unhealthy,4.0,No
103110,'5-6 hours',Unhealthy,4.0,Yes
103113,'5-6 hours',Moderate,5.0,Yes
103114,'5-6 hours',Moderate,1.0,Yes
103115,'Less than 5 hours',Moderate,3.0,No
103116,'More than 8 hours',Moderate,5.0,Yes
103126,'5-6 hours',Healthy,5.0,No
103129,'7-8 hours',Moderate,2.0,No
103134,'7-8 hours',Moderate,3.0,No
103138,'7-8 hours',Healthy,1.0,Yes
103139,'7-8 hours',Healthy,2.0,Yes
103140,'7-8 hours',Healthy,5.0,Yes
103141,'Less than 5 hours',Healthy,5.0,No
103143,'More than 8 hours',Unhealthy,2.0,Yes
103154,'5-6 hours',Unhealthy,5.0,No
103156,'More than 8 hours',Unhealthy,1.0,Yes
103163,'Less than 5 hours',Moderate,1.0,Yes
103166,'More than 8 hours',Unhealthy,1.0,Yes
103177,'Less than 5 hours',Moderate,1.0,Yes
103180,'7-8 hours',Moderate,3.0,No
103189,'Less than 5 hours',Healthy,1.0,No
103197,'More than 8 hours',Moderate,5.0,No
103200,'7-8 hours',Healthy,3.0,Yes
103203,'7-8 hours',Unhealthy,5.0,No
103204,'5-6 hours',Unhealthy,5.0,No
103207,'More than 8 hours',Unhealthy,1.0,Yes
103216,'5-6 hours',Moderate,5.0,No
103220,'Less than 5 hours',Moderate,4.0,Yes
103222,'Less than 5 hours',Moderate,5.0,No
103223,'7-8 hours',Moderate,1.0,Yes
103227,'Less than 5 hours',Moderate,2.0,No
103228,'7-8 hours',Unhealthy,5.0,No
103236,'Less than 5 hours',Healthy,3.0,No
103238,'Less than 5 hours',Unhealthy,4.0,No
103239,'Less than 5 hours',Unhealthy,5.0,Yes
103241,'5-6 hours',Healthy,1.0,No
103246,'More than 8 hours',Unhealthy,1.0,No
103247,'More than 8 hours',Moderate,3.0,Yes
103252,'5-6 hours',Healthy,1.0,No
103254,'Less than 5 hours',Unhealthy,4.0,No
103256,'7-8 hours',Moderate,4.0,Yes
103257,'5-6 hours',Moderate,2.0,Yes
103259,'5-6 hours',Moderate,1.0,Yes
103262,'Less than 5 hours',Healthy,1.0,No
103264,'7-8 hours',Healthy,1.0,No
103265,'More than 8 hours',Unhealthy,2.0,No
103271,'7-8 hours',Unhealthy,4.0,Yes
103288,'5-6 hours',Unhealthy,4.0,Yes
103289,'7-8 hours',Unhealthy,4.0,Yes
103291,'7-8 hours',Unhealthy,5.0,Yes
103294,'5-6 hours',Unhealthy,5.0,Yes
103296,'Less than 5 hours',Moderate,5.0,Yes
103301,'7-8 hours',Healthy,5.0,No
103304,'7-8 hours',Unhealthy,4.0,Yes
103311,'More than 8 hours',Unhealthy,5.0,No
103314,'Less than 5 hours',Moderate,5.0,No
103321,'Less than 5 hours',Moderate,3.0,No
103323,'Less than 5 hours',Unhealthy,3.0,No
103342,'Less than 5 hours',Healthy,1.0,Yes
103344,'7-8 hours',Healthy,1.0,Yes
103346,'5-6 hours',Healthy,2.0,No
103363,'Less than 5 hours',Moderate,1.0,Yes
103379,'7-8 hours',Unhealthy,5.0,No
103386,'Less than 5 hours',Unhealthy,3.0,Yes
103390,'More than 8 hours',Moderate,5.0,Yes
103396,'7-8 hours',Moderate,5.0,No
103406,'Less than 5 hours',Unhealthy,3.0,Yes
103424,'Less than 5 hours',Unhealthy,3.0,Yes
103440,'7-8 hours',Moderate,5.0,Yes
103443,'Less than 5 hours',Unhealthy,1.0,No
103449,'More than 8 hours',Moderate,1.0,No
103450,'Less than 5 hours',Moderate,5.0,No
103453,'More than 8 hours',Moderate,2.0,No
103460,'More than 8 hours',Unhealthy,4.0,Yes
103461,'More than 8 hours',Unhealthy,1.0,No
103466,'5-6 hours',Moderate,2.0,Yes
103468,'Less than 5 hours',Unhealthy,3.0,No
103472,'7-8 hours',Moderate,2.0,No
103475,'More than 8 hours',Healthy,2.0,No
103482,'5-6 hours',Healthy,3.0,No
103487,'7-8 hours',Unhealthy,5.0,Yes
103489,'Less than 5 hours',Healthy,1.0,Yes
103499,'7-8 hours',Healthy,4.0,No
103501,'7-8 hours',Moderate,2.0,No
103502,'Less than 5 hours',Healthy,4.0,No
103506,'More than 8 hours',Moderate,2.0,No
103508,'7-8 hours',Unhealthy,5.0,Yes
103517,'More than 8 hours',Healthy,2.0,No
103518,'7-8 hours',Unhealthy,4.0,No
103522,'5-6 hours',Unhealthy,3.0,Yes
103536,'5-6 hours',Healthy,5.0,Yes
103544,'More than 8 hours',Unhealthy,3.0,Yes
103548,'7-8 hours',Moderate,5.0,No
103549,'Less than 5 hours',Unhealthy,3.0,No
103557,'5-6 hours',Unhealthy,1.0,Yes
103571,'Less than 5 hours',Moderate,2.0,No
103574,'7-8 hours',Unhealthy,3.0,No
103576,'Less than 5 hours',Unhealthy,5.0,No
103577,'5-6 hours',Healthy,4.0,No
103583,'5-6 hours',Healthy,5.0,Yes
103589,'Less than 5 hours',Healthy,1.0,Yes
103590,'7-8 hours',Unhealthy,5.0,Yes
103597,'5-6 hours',Moderate,4.0,No
103599,'Less than 5 hours',Healthy,1.0,Yes
103604,'7-8 hours',Unhealthy,5.0,Yes
103612,'Less than 5 hours',Healthy,5.0,No
103616,'5-6 hours',Unhealthy,2.0,Yes
103617,'7-8 hours',Moderate,4.0,Yes
103618,'More than 8 hours',Moderate,2.0,No
103625,'Less than 5 hours',Unhealthy,4.0,Yes
103633,'7-8 hours',Unhealthy,2.0,Yes
103634,'7-8 hours',Moderate,3.0,No
103641,'More than 8 hours',Healthy,1.0,No
103654,'7-8 hours',Unhealthy,2.0,Yes
103657,'5-6 hours',Moderate,2.0,Yes
103666,'7-8 hours',Unhealthy,4.0,Yes
103667,'Less than 5 hours',Healthy,5.0,Yes
103674,'More than 8 hours',Moderate,4.0,Yes
103692,'Less than 5 hours',Moderate,5.0,No
103697,'More than 8 hours',Unhealthy,3.0,No
103699,'5-6 hours',Healthy,1.0,No
103704,'More than 8 hours',Moderate,5.0,Yes
103705,'7-8 hours',Moderate,4.0,Yes
103706,'Less than 5 hours',Moderate,1.0,No
103716,'5-6 hours',Healthy,2.0,No
103720,'More than 8 hours',Unhealthy,3.0,Yes
103723,'5-6 hours',Moderate,4.0,Yes
103727,'5-6 hours',Moderate,4.0,No
103728,'7-8 hours',Unhealthy,5.0,Yes
103735,'7-8 hours',Unhealthy,2.0,Yes
103742,'More than 8 hours',Healthy,2.0,No
103744,'5-6 hours',Moderate,3.0,No
103749,'7-8 hours',Unhealthy,3.0,No
103751,'More than 8 hours',Moderate,3.0,No
103756,'More than 8 hours',Unhealthy,5.0,Yes
103759,'5-6 hours',Moderate,3.0,No
103768,'Less than 5 hours',Unhealthy,5.0,Yes
103769,'More than 8 hours',Unhealthy,1.0,Yes
103772,'7-8 hours',Unhealthy,3.0,No
103781,'5-6 hours',Moderate,4.0,Yes
103782,'Less than 5 hours',Unhealthy,4.0,No
103790,'5-6 hours',Healthy,4.0,Yes
103792,'7-8 hours',Unhealthy,5.0,No
103794,'More than 8 hours',Moderate,1.0,Yes
103797,'Less than 5 hours',Moderate,1.0,Yes
103803,'More than 8 hours',Unhealthy,2.0,No
103815,'7-8 hours',Moderate,5.0,Yes
103820,'5-6 hours',Moderate,4.0,Yes
103836,'5-6 hours',Healthy,2.0,No
103842,'Less than 5 hours',Healthy,2.0,No
103843,'7-8 hours',Moderate,4.0,Yes
103844,'7-8 hours',Healthy,2.0,Yes
103850,'More than 8 hours',Unhealthy,5.0,Yes
103851,'More than 8 hours',Moderate,4.0,No
103852,'7-8 hours',Moderate,2.0,No
103860,'Less than 5 hours',Unhealthy,5.0,No
103862,'Less than 5 hours',Healthy,1.0,Yes
103864,'5-6 hours',Healthy,5.0,Yes
103869,'More than 8 hours',Unhealthy,4.0,No
103874,'More than 8 hours',Unhealthy,5.0,No
103889,'Less than 5 hours',Moderate,2.0,No
103890,'5-6 hours',Moderate,4.0,No
103900,'Less than 5 hours',Healthy,2.0,No
103904,'5-6 hours',Healthy,1.0,No
103910,'7-8 hours',Healthy,4.0,Yes
103912,'Less than 5 hours',Healthy,2.0,No
103918,'5-6 hours',Moderate,1.0,No
103919,'More than 8 hours',Moderate,4.0,No
103922,'Less than 5 hours',Healthy,1.0,No
103924,'5-6 hours',Unhealthy,3.0,No
103926,'7-8 hours',Moderate,3.0,Yes
103927,'More than 8 hours',Moderate,1.0,No
103934,'More than 8 hours',Unhealthy,3.0,Yes
103937,'5-6 hours',Healthy,5.0,No
103939,'Less than 5 hours',Unhealthy,1.0,No
103944,'5-6 hours',Moderate,5.0,Yes
103952,'7-8 hours',Unhealthy,1.0,No
103956,'7-8 hours',Moderate,5.0,No
103960,'Less than 5 hours',Healthy,1.0,Yes
103972,'Less than 5 hours',Moderate,5.0,Yes
103989,'More than 8 hours',Unhealthy,1.0,Yes
103996,'7-8 hours',Moderate,4.0,Yes
104000,'7-8 hours',Moderate,1.0,No
104015,'7-8 hours',Moderate,4.0,Yes
104021,'5-6 hours',Unhealthy,4.0,No
104025,'5-6 hours',Moderate,2.0,Yes
104028,'More than 8 hours',Healthy,3.0,Yes
104032,'5-6 hours',Moderate,1.0,Yes
104036,'Less than 5 hours',Healthy,5.0,No
104039,'5-6 hours',Moderate,5.0,No
104047,'5-6 hours',Healthy,2.0,Yes
104048,'More than 8 hours',Moderate,3.0,No
104054,'7-8 hours',Moderate,1.0,No
104055,'5-6 hours',Healthy,4.0,Yes
104057,'More than 8 hours',Moderate,2.0,No
104061,'Less than 5 hours',Healthy,3.0,Yes
104062,'Less than 5 hours',Unhealthy,4.0,Yes
104071,'More than 8 hours',Unhealthy,5.0,No
104072,'Less than 5 hours',Unhealthy,5.0,No
104077,'7-8 hours',Unhealthy,4.0,No
104080,'7-8 hours',Healthy,4.0,No
104088,'7-8 hours',Healthy,2.0,No
104089,'Less than 5 hours',Moderate,4.0,No
104090,'7-8 hours',Healthy,3.0,Yes
